brand,prod_name,id,star_rate,review
라운드랩,라운드랩 1025 독도 로션,히나다,5,항상 제가 쓰고 있는 근본템이에요쟁여두고 있는 상품이고 맏고 쓰고 있는 상품이에요 ~ ㅎ제가 피부가 민감하다 보니진짜 별의 별 거 다써봤는데 ~독도가 제일 순하고 자극이 없는거같아요!순한거 찾는다 싶으면그냥 이걸로 사세요!!저는 잘못쓰면 다 쓸리고 피부 일어나는데이거는 전~혀 그런게 없고 걍 순해요!제가 이거 쓴다고해서 바꾼사람들도꽤나 있답니다그만큼 민감성 피부를 가졌어요!!믿고 사보세요!!올리브영 할인하면 쟁여주는 필수템입니다!!!!!할인을 뺀날 해주면 좋겠어 ... 데헷 ㅎㅎ제 바램 이겠죠?그런데 겨울이나 간절기때는 이거 독도 스킨과 로션으로는 수분충전이 안되긴해요 ㅠ그래서 꼭 보습크림이나 수분 크림 써야해요..그래거 좀 촉촉한 느낌이 난다구요!!저는그래서 토리든 크림이나자작나부 수분크림 발라요!
라운드랩,라운드랩 1025 독도 로션,ssshh,5,진짜예민한피부트러블성 피부인데ㅜㅜ이제품은진짜만족!!올인원처럼 온몸에 바르는데트러블없이 피부를 촉촉하게 유지할수있게해줘서전반적으로 굉장히 만족스러워요!!!독도토너와 로션이제품쓰면서 트러블없이 건조한 속건조들을 잡아줘서 넘넘 만족스럽습니다!♡♡앞으로도 재재재구매예정
라운드랩,라운드랩 1025 독도 로션,ma****,5,"겨울철 단독보습으로는 모자른거 같아요. 가볍고 산뜻하고 흡수력은 괜찮습니다. 지성, 복합성에 괜찮을 듯 싶은데 건성은 부족할거 같아요."
라운드랩,라운드랩 1025 독도 로션,하설희,5,예전에 써보고 좋아서 다시 독도 구매했어요독도 쓰다가 더심플 쓰려니깐 흡수도 약하고 불편했는데 독도가 짱짱
라운드랩,라운드랩 1025 독도 로션,Iam늑대에요,5,독도 제품 유명해서 한 번 사봤는데 제품이 순하고 괜찮네용✨✨ 대용량인데 가격도 착하고 조금만 짜도 보름달 같은 제 얼굴을 다 바를 수 있더라구요 스킨케어 제품 고민될 땐 독도 추천
라운드랩,라운드랩 1025 독도 로션,48263****,5,동생이 쓰고 있어서 같이 써봤는데 너무 좋아서 구매했어요!
라운드랩,라운드랩 1025 독도 로션,올리브양,5,집에 사놓은 스킨이 많아서 같이 쓰려고 구입했습니다.대용량에 펌핑타입이라 사용하기도 편하고 위생적입니다.촉촉하고 발림성 부드럽고 순합니다.추운 겨울에는 로션만으로는 보습이 충분하지 않습니다.
라운드랩,라운드랩 1025 독도 로션,바바바박,5,좋아요 정말 대용량 편해요 남편이 좋아해요 마음에 들어요 굿입니다 굿마음에쏘옥
라운드랩,라운드랩 1025 독도 로션,본예이,5,동생주려고 샀어요 남자분들이 요 로션 정말 좋아하시더라구요 겨울빼곤 수분 보습력 괜찮은거 같음근데 냄새가 너무 별로인듯 합니다 침?냄새 같은 원료냄새가 나욬ㅋㅋ
라운드랩,라운드랩 1025 독도 로션,대방,5,이거 매장 가서 직원분에게 추천 받은 건데 많이 쓰신다고 하시더라구요! 확실히 대용량입니다. 제가 그극극극예민 피부라서 잘못 바르면 따가운데 이건 좀 덜하긴 합니다만 그래도 잘 쓰고 있어요! 완전 수분 물 같은 제형이에요! 끈적한 거 싫어하시면 이게 딱입니다 ㅎㅎ
라운드랩,라운드랩 1025 독도 로션,카페라떼,5,지성피부에는 보습제품으로 이만한 제품이 없는 거 같아요 자극없이 순해서 좋습니다
라운드랩,라운드랩 1025 독도 로션,학연아넌내마지막이야,5,저는 건성이라 다른 피부 타입의 분들에게도 잘 맞는지는 모르겠지만 건성에는 ㄱㅊㄱㅊ 쓸만해요
라운드랩,라운드랩 1025 독도 로션,k202308140****,5,무난템으로 사용하기 좋아용 근데 이 로션을 써서 피부가 좋아지고싶으신거라면 비추천이에요 딱 기본에 충실하기만 한 그런 로션이기때문에 피부가 좋아진다거나 그런 효과는 못 본 것 같아요!! 수분충천하기에 좋습니다 그리고 좀 묽은제형이에용
라운드랩,라운드랩 1025 독도 로션,dpfla****,5,기존 쓰던 로션이 너무 유분감이 많이 느껴지고 번들해서 독도 로션 사봤는데 속건조는 없으면서 흡수도 빠르고 미끌거리거나 끈적이지 않아서 좋았어요! 제가 여드름 피부인데 2주 정도 사용한 시점에서 딱히 자극있다는 느낌도 없었어요. 건성이신 분들은 보습크림까지 발라야 할 듯. 딱 베이직하고 무난한 로션 찾는다면 추천합니당
라운드랩,라운드랩 1025 독도 로션,보라빛보람,5,많이 무겁지 않으면서 순하고 가성비 좋은 독도 로션! 펌핑형이라 쓰기도 편해용
라운드랩,라운드랩 1025 독도 로션,믿고쓰는제품25,5,한달 사용후기..아니 3년째 사용후기 ㅎㅎ스킨케어는 다 독도라인 쓰는데 진짜 강추에요자극도 없고 순하고 피부도 진정되고 보들보들해요 우선 진짜 순해서 가족들 다 같이싸요 좋으니까 이렇게 용량도 점점 큰 제품이 나오는게 아닐까..다 이유가 있는거 같아요대요량이라 맘편히 푹푹짜서 쓰고 덜지 않아도되서 편하고자극없이 순한거 찾고싶은분들한테 강추하는 제품이에요
라운드랩,라운드랩 1025 독도 로션,V,5,아주 아주 무난하고 깔끔하고 기본에 충실한 순한 제품이예요. 언제나 부작용 걱정없이 맘편하게 사용할 수 있어서 좋아요. 그래서 꾸준히 몇년째 사용하고 있어요.큰 기능이나 막 촉촉한 로션은 아니고...신기하게 무난하고 깔끔한 사용감인데...피부에 잘 맞아서 다른 좋다는 것을 사용해봐도 돌아오게 되네요.계절이나 피부상태에 따라 부족한 부분은 다른 것으로 보충하면서 조절하면 되니까...그냥 너무 오일리하지 않은 로션의 기본에 충실한 이 제품이 아주 만족스러워요.앞으로도 쭉 사용할 정착템이예요.
라운드랩,라운드랩 1025 독도 로션,inri****,4,중딩 초딩생 로션으로 좋습니다순하고 아직까지 별트러블없이 잘쓰는중입니다향도없고 순~해보여요ㅎㅎ많이파세요
라운드랩,라운드랩 1025 독도 로션,khw****,5,독도 라인제품은 처음 사용해보는데 좋았으면 좋겠어요! 잘 써볼께요
라운드랩,라운드랩 1025 독도 로션,ehdnsj****,5,토너 먼저 써보고 너무 좋아서 로션까지 사봤는데 정착해버렸습니다! 건성도 지성도 애매한 피부인데 딱이에요:)
라운드랩,라운드랩 1025 독도 로션,cey****,5,초등 여자아이들 피부 뒤집어져서 로션 바꿨는데 바로 진정됐어요자극없이 순하네요
라운드랩,라운드랩 1025 독도 로션,youngsik****,5,(셩이) 이것을 바르면 보습이 너무 뛰어나서요 손씻기가 싫어요!
라운드랩,라운드랩 1025 독도 로션,바하자,5,용량도 많고 자극도 없이 순합니다. 무난하게 사용중입니다.
라운드랩,라운드랩 1025 독도 로션,H3,4,끈적임 없고 잘 흡수되긴 하지만 건조한 부분에 사용하기엔 보습감이 부족해서 따로 밤이나 오일을 발라주는 것이 좋을 거라 생각해요.전 수부지인데 건성에 가까워서 그런가 저한테는 수분감이 좀 부족한 느낌이었어요 아무래도 한겨울이라 그런 것 같기도 하구요!그치만 기름이 올라오는 여름 때에는 되려 적합하지 않을까 하는 생각애 들어요. 쓰면서 트러블 올라온 적 없는 안전한 제품이란 인식이 들어서 여름쯤엔 재구매를 하지 않을까 합니다.
라운드랩,라운드랩 1025 독도 로션,히나다,5,항상 제가 쓰고 있는 근본템이에요쟁여두고 있는 상품이고 맏고 쓰고 있는 상품이에요 ~ ㅎ제가 피부가 민감하다 보니진짜 별의 별 거 다써봤는데 ~독도가 제일 순하고 자극이 없는거같아요!순한거 찾는다 싶으면그냥 이걸로 사세요!!저는 잘못쓰면 다 쓸리고 피부 일어나는데이거는 전~혀 그런게 없고 걍 순해요!제가 이거 쓴다고해서 바꾼사람들도꽤나 있답니다그만큼 민감성 피부를 가졌어요!!믿고 사보세요!!올리브영 할인하면 쟁여주는 필수템입니다!!!!!할인을 뺀날 해주면 좋겠어 ... 데헷 ㅎㅎ제 바램 이겠죠?그런데 겨울이나 간절기때는 이거 독도 스킨과 로션으로는 수분충전이 안되긴해요 ㅠ그래서 꼭 보습크림이나 수분 크림 써야해요..그래거 좀 촉촉한 느낌이 난다구요!!저는그래서 토리든 크림이나자작나부 수분크림 발라요!
라운드랩,라운드랩 1025 독도 로션,가리무,5,구냥 무난하게 대용량으로 마구 쓸랴고 삿는데 남자분들이쓰기좋은듯
라운드랩,라운드랩 1025 독도 로션,통콩,5,부드럽게 잘 발리는 로션제형에 보습력 짱! 남자친구가 잘 쓰고있는데요! 피부에서 광이 납니다ㅎ..자극적이지 않은 향 덕분에 손이 자주갑니다
라운드랩,라운드랩 1025 독도 로션,내꿈은대통령,4,묽은 제형의 로션이에요묽지만 보습도 괜찮고 양도 많아서 추천합니다
라운드랩,라운드랩 1025 독도 로션,라면인건가,5,로션 유목민인데 이걸로 정착했어요. 무향 무색이라 순하고 좋아요
라운드랩,라운드랩 1025 독도 로션,1019v****,5,촉촉하고 그래서 보습관리에 쓰기에 무난하게 잘쓰고있어요.
라운드랩,라운드랩 1025 독도 로션,kse****,5,중딩딸  화장품 고민하다가 사봤는데 ㄷ너무 만족합니다.순하고 자긐없고 보습도 좋고 쭉 이거만 사달라네요
라운드랩,라운드랩 1025 독도 로션,jwchoi****,5,순해서 기초로 잘 사용중이에요 건성인데 물제형이라 엄청 크림처럼 촉촉하진않지만 그래도 수분감채워줘요
라운드랩,라운드랩 1025 독도 로션,sj07****,5,요 로션이 제일 보습이 좋고 매번 잘쓰고 있습니다 ! 한번에 쟁여두고 잘쓰고있답니당
라운드랩,라운드랩 1025 독도 로션,superd****,5,"남편로션으로 구입했어요~ 다양한 브랜드를 사용해봤는데, 이게 가장 좋다고하네요저는 라운드랩 세럼과 크림을 쓰고있어서믿고사는 브랜드에요!"
라운드랩,라운드랩 1025 독도 로션,skybae****,5,순하고 무난해서 잘 쓰는중이에요 나중에도 또 살거임 모두 사세요
라운드랩,라운드랩 1025 독도 로션,gpfks****,5,독도 라인이 순해서 자주 찾는거 같아요!!특히 요 로션은 대용량으로 출시가 되어서 더욱 잘 쓰고 있어요
라운드랩,라운드랩 1025 독도 로션,gpfks****,5,독도 라인이 순해서 자주 찾는거 같아요!!특히 요 로션은 대용량으로 출시가 되어서 더욱 잘 쓰고 있어요
라운드랩,라운드랩 1025 독도 로션,호호호아줌마,5,로션  양많고  쓰기 편해요.듬뿍듬뿍 촉촉하고 좋아요.라운드
라운드랩,라운드랩 1025 독도 로션,진난,5,무향이어서 정말 좋은 것 같아요! 끈적거리지도 않고 건조하지도 않고 바르면 얼굴에 착 감기는 느낌이에요!
라운드랩,라운드랩 1025 독도 로션,Iam뷰티,5,안바른것같이 순해서 엄마가 계속 사용하고 계시네요지성 피부에 좋은것같아요!
라운드랩,라운드랩 1025 독도 로션,suhwoo315,5,"최고 정말 최고예요!피부가 너무 건조하고 아프게 뒤집어졌었는데기본 중의 기본 스킨케어 라인으로 선택했어요.자극도 없고 향도 없고 순하고..지금은 피부가 많이 건강해졌어요!건조함도 많이 잡혔고, 큰 트러블도 이제는 조금밖에 안 나요.독도 토너랑 같이 사용하고 있는데 궁합이 엄청 좋아요.독도 선크림도 한번 구매해보려구요.대용량 꼭 구매 추천드립니다~!"
라운드랩,라운드랩 1025 독도 로션,sophi****,5,주기적으로 구매하는 독도로션! 피부 뒤집어 질때마다 진정시키는 일등 공신입니다-! 피부 뒤집어지면 스킨 조금 한 번바르고 이 로션 얇게 레이어드 여러번 발라서 흡수시켜주면 다음날 붉은기가 가라앉아있어요! 이거 대용량은 바디로션으로 사용하고 있는데 여러모로 유용하고 좋아요!!다만 대용량처럼 펌프가 아니라 아쉬워서 다이소에서 펌프 용기 꽂아서 사용하고 있어요
라운드랩,라운드랩 1025 독도 로션,doyu****,5,제가 피부가 쫌 예민해서 함부로 로션같은걸 잘 못 바꿔요 이상하게 쓰던거 말고 다른거 쓰면 하나같이 다 피부뜨거워지고 빨게지고 날리여서 이거 사면서도 걱정이 많았어요 근데 막상사용해 보니깐 보습에 좋고 피부가 빨게 지지도 않아서 진짜 너무 좋습니다!!
라운드랩,라운드랩 1025 독도 로션,꾸꾸망개,5,"20대 초반까지만 해도 피부에 유분감이 많은 편이라서 스킨 케어 단계에서 로션(예전에는 로션이 마냥 기름지다고 생각했던 1인) 은 상상하지도 못했는데..(토너-에센스-크림만 발랐었음) 20대 후반이 되면서 유분..ㅋ 한여름이 아닌 이상 잘 안생겨서 보습을 잘 채워줘야 해서 너무 가벼운 마무리감은 아닌게 좋은데 이 로션은 제가 이전에 갖고 있던 고정관념을 깨준 제품이었어요. 유분감이 심하지 않고, 수분감이 더 많은 제품이었고 향도 강하지 않아서 너무 좋더라고요. 아침 저녁으로 토너 단계 후에 잘 발라주고 있어요!"
라운드랩,라운드랩 1025 독도 로션,꾸꾸망개,5,전에는 로션이라고 하면 기름지고 너무 미끌거린다고 생각해서 로션에 대한 거부감이 심했는데 이 제품은 그런 게 전혀 없어서 좋았어요. 날씨가 추워지고 저도 기존에 쓰던 스킨케어 제품만으로는 보습감을 채워주는데 한계가 있어서 구매한건데 지금같은 계절에 쓰기 딱 좋은 제품이에요!
라운드랩,라운드랩 1025 독도 로션,Jessicaaa,5,로션이 순하고 발림성이 좋아요 ㅎㅎ 가성비도 좋습니다 ㅎㅎ
라운드랩,라운드랩 1025 독도 로션,햄스터피리링,4,토너에 비해서는 자극이 좀 더 가지만 그래도 다른 로션들에 비해 많이 순한편이에요
라운드랩,라운드랩 1025 독도 로션,꼬꼬쓰,5,많이 촉촉한것같진않아요 그냥 쓰고있어요 적당한 유분이 더 있었우면 좋겠엉ㅎ (지성임)
라운드랩,라운드랩 1025 독도 로션,악악건조,5,자극없이 순하게 사용하기 좋아요대용량 살까하다가 증정도있고 할인도해서 구매
라운드랩,라운드랩 1025 독도 로션,유딩킴,5,정말정말 좋습니다~^^피부에도 좋고..정말 계속쓰도 싶습니다~^^
라운드랩,라운드랩 1025 독도 로션,용요2,5,이거 진짜 좋아요! 피부가 쫀쫀해지는 너낌이에요!! 피부 트러블 올라오면 안 쓰는게 좋은 것 같아요.
라운드랩,라운드랩 1025 독도 로션,기니디리,5,순하고 양도 많은 구성이어서 구매햇는데 만족하며 쓰고 잇습니다
라운드랩,라운드랩 1025 독도 로션,냐옹냐옹냐옹냐옹냐온,5,독도 라인은 전부 순하고 좋은 거 같아요 휘뚜루마뚜루 사용하기 좋습니당
라운드랩,라운드랩 1025 독도 로션,울챙이,5,피부가 뒤집어져서 순한로션찾다가 독도로션구매했는데 쓰다보니 순하고 갠찮은거같아요
라운드랩,라운드랩 1025 독도 로션,룰루미니,5,순한 로션이라 무난해서 재구매했습니다 건성보다는 지성이나 복합성에 좋은 제품 같아요!!
라운드랩,라운드랩 1025 독도 로션,skdip****,4,항상 베스트 상품으로 뜨는걸 눈여겨보고 있다가 사용하던 크림이 바닥을 보여 구매했는데요.사용해보니 자극없고 순하고 자극없어서 만족합니다.잘 스며드는데 촉촉하고 꾸덕한 제형이 아님에도 묽은데도 촉 촉함이 오래가고 좋네요기본으로 자주 찾을 것 같아요
라운드랩,라운드랩 1025 독도 로션,ymin04j****,5,순하고 복합성이 써도 좋은 거 같아용계속 쓸 생각입니다 겨울에 썼는데 건조하지 않게 잘 버텼어용!!
라운드랩,라운드랩 1025 독도 로션,polo****,5,보습력 좋고 촉촉해서 좋은 것 같아요 재구매 의사 있습니당ㅎㅎ
라운드랩,라운드랩 1025 독도 로션,li****,5,사람들이 다 독도독도하는데 좀 써보니까 트러블도 잔잔해지고 자극없이 완전 순해서 화장을 처음 하실때 기초를 이걸로 발라도 괜찮을것 같아요
라운드랩,라운드랩 1025 독도 로션,mj010****,5,대용량로션 맘에들어요^^순하고 보습 진정 다좋아요^^
라운드랩,라운드랩 1025 독도 로션,yj93****,5,"악건성이라 솔직히 뭘 발라도 건조하기 때문에 부담없이 듬뿍듬뿍 바르려고 구매해 봤어요!! 다른 제품은 듬뿍 바르면 은근히 트러블 올라와서 걱정했는데 독도로션은 다행이 뾰루지, 좁쌀 같은 거 안 올라와서 만족합니다! 대용량 쵝오"
라운드랩,라운드랩 1025 독도 로션,cks66****,5,리뷰평이 좋아 주문했습니다. 순한 것 같고 양이 많이 정말 좋습니다.
라운드랩,라운드랩 1025 독도 로션,gusl****,5,순하고 님녀노소 사용하기 좋아요 촉촉해서 겨울에도 쓰기좋구요 여드름안나요
라운드랩,라운드랩 1025 독도 로션,cuteja****,5,캡형으로 쓰다가 대용량 펌프가 있어 구매했어요. 끈적임없이 바로 스며드는게 좋았어요. 뭉침없이  부드럽게 잘 발려서 애용중입니다~
라운드랩,라운드랩 1025 독도 로션,gmlgm****,5,토너와 함께 구입했어요아들이 바르고 있는데 피부가 예민한데 요즘 아주 잘 바르고 있습니다
라운드랩,라운드랩 1025 독도 로션,a2435****,5,정말 순해요 진짜 소문이 자자해서 사봐ㅛ는데 정말정말 좋습니다 !! 여드름성 피부 민감성피부 모두 사용하기 좋습니다 그만큼 순해요 !
라운드랩,라운드랩 1025 독도 로션,ssjjs****,5,순해서 예민피부에도 좋고 수부지라 매우 건조한 편인데바르고 자면 아침까지 촉촉한것같음. 두통째 쓰고 있는데용량두 최고임
라운드랩,라운드랩 1025 독도 로션,enal****,5,감사합니다 몇통째 쓰공ㅅ는데가성비도 좋고 저렴하고 순해요
라운드랩,라운드랩 1025 독도 로션,우항항항,5,순하고 엄청 촉촉해서 보습이 짱 잘돼요 독도토너릴 같이 쓰면 조음
라운드랩,라운드랩 1025 독도 로션,dohyun****,5,"유분감이 다른 로션들에 비해 적은 편이지만 완전 수분형 로션까지는 아니라서 지성피부에 적당하게 좋았어요 촉촉하고 깔끔하게 마무리 되서 화장 전, 자기 전에 닦토에 세럼이랑 같이 사용했어요 자기전에는 추가로 수분크림 조금 발라서 수분감만 조금 더해 줬어요"
라운드랩,라운드랩 1025 독도 로션,linalee****,5,독도 제품에 가장 큰 장점은 순한 것인거 같아요 제 피부가 아주 예민한 편인데도 불구하고 이제품은 굉장히 순 합니다 향도 강 하지 않고 발랐을때 자극도 아주 없는 편입니다 제가 기존에 쓰던 로션과 비교해 보면 피부에 촉촉함을 유지 해 주면서 훨씬 끈적거림도 덜 한 것 같습니다 혹시 피부가 예민하신 분이라면 이 제품을 구매 하시길 추천 드립니다
라운드랩,라운드랩 1025 독도 로션,ds4****,5,피부가 예민한편이라 자극없는 부드러운 제품만 쓰는데 토너랑 로션은 독도가 제 피부타입에 맞아 꾸준히 쓰고 있는 기초제품입니다 건조한 피부에 보습도 되고 끈적임 없어 추천해요
라운드랩,라운드랩 1025 독도 로션,김샬라무스,5,펌핑형 너무 좋아요ㅜ 대용량이여서 더 좋음 끈적거리지도 않아서 바디에도 바르는중
라운드랩,라운드랩 1025 독도 로션,그루밍악동,5,암것도안바르는친구 사준건데 그냥 대용량에 자극도없고 그래서 선물해줬어요 암것도 모르는 남자애 선물해줄때 좋아요 용량도많구
라운드랩,라운드랩 1025 독도 로션,야무지게써용,5,남녀노소쓰기좋은 ㄷ데일리템이에요 굿굿 용량도크고 팡팡쓰기조아유
라운드랩,라운드랩 1025 독도 로션,yeon07,5,자주 사용하눈 로션입니다! 끈적임도 없고 산뜻해서 좋아요 :)
라운드랩,라운드랩 1025 독도 로션,녜징,5,순하게 부담없이 사용하기 좋은 제품이라 꾸준히 사용하기 좋네요
라운드랩,라운드랩 1025 독도 로션,토토토토토,5,피부가 민감해서 원래 바르던걸 바꾸면 뾰루지가 올라오느데 이건 그런게 없었어요
라운드랩,라운드랩 1025 독도 로션,체리체리체리링,4,순하고 깔끔하게 바르기 좋아요! 딱 클린 한 느낌이에요!!
라운드랩,라운드랩 1025 독도 로션,울랄랄라,5,재구매를 계속한 상품 가벼운 로션제형이지만.조금씩 자주 발라주고 있습니다. 촉촉하구용 너무 좋아요
라운드랩,라운드랩 1025 독도 로션,올영여행,5,라운드랩 독도라인은 순해서 피부가 예민한 편이지만 자극없이 잘 맞았고 순하더라구요.
라운드랩,라운드랩 1025 독도 로션,체리배,5,무향에 자극 없고 순한 로션이라서 스킨테어템으로 딱 적당해요
라운드랩,라운드랩 1025 독도 로션,이마이웨이,5,자극없이 순해서 괜찮ㅈ습니ㅡㅏ그러나 보습은 별로재구매는 안합니다
라운드랩,라운드랩 1025 독도 로션,말차쿠킼,5,독도시리즈는 자극없이 순하다는게 강점이죠 ! 믿고 사는 독도시리즈입니당
라운드랩,라운드랩 1025 독도 로션,웃음의여인,5,독도라인 스킨케어라인이 피부에 잘 맞아 온가족용으로 구입했어요. 날씨가 풀리면 로션으로만 기초 마무리해도 충분해요.
라운드랩,라운드랩 1025 독도 로션,뽀로맅,4,독도로션 왜 독도 하는지 알겠어용 이제품 수분감있어서 촉촉해서 여러번 레이어드해서 발라도 좋아유
라운드랩,라운드랩 1025 독도 로션,한돈귀요미,5,수부지 피부에 좋은 것 같아요. 별로 끈적이지도 않고 가볍고 순해서 좋아요. 조금 가볍게 느껴질때는 한번 더 바르면 쫀쫀하고 괜찮더라구요.
라운드랩,라운드랩 1025 독도 로션,artistyo****,5,신랑이 로션 다 써서 사다주라해서 주문했어용!대용량에 순하고 보습도 좋아 매번 독도만 사네요:)
라운드랩,라운드랩 1025 독도 로션,kjw****,4,수부지인데 항상 만족하면서 쓰는 제품이에요적당히 기름지는데 속보습 꽉 잡아줘서 사계절 사용해요
라운드랩,라운드랩 1025 독도 로션,올영사랑햄,5,n년째 사용하고 있는데 순하고 끈적임 없고 가벼워서 좋아요!!
라운드랩,라운드랩 1025 독도 로션,skybae****,5,독도 스킨 한 5번 써서 걍 겨울이라서 무난템으로 사봄테스터 해봤는데 조음
라운드랩,라운드랩 1025 독도 로션,boram99****,5,환절기에 피부가 뒤집어져서 세수하거나 스킨만 발라도 따가워서 힘들었습니다. 의사선생님이 기능성 화장품이라는 문구가 없는 로션을 바르라고 하셔서 이걸 발랐는데 그 뒤로 피부도 하나도 따갑지 않고 좋아져서 지금까지 계속 애용하고 있는 화장품입니다!! 독도라인 스킨과 수분크림도 너무 촉촉하고 좋아서 민감하신 분들께 추천드려요!!
라운드랩,라운드랩 1025 독도 로션,냐미냐미냠,5,대용량 낸게 신의 한수대박유용ㅋㅋ한손으로 펌핑하면서 벅벅 바르기 최고임요
라운드랩,라운드랩 1025 독도 로션,수연잉,5,한통 다 비우고 바로 재구매했습니다끈적한거 싫어해서 바디로션으로 이거 쓰는데 촉촉허게 싹 흡수돼서 정말 좋아요물론 스킨케어로도 자극없고 촉촉해소 강추합니다화장전에 발라도 좋음강추!!!!!
라운드랩,라운드랩 1025 독도 로션,이솔빈,5,진짜 순하네요 대용량으로 샀는데 엄청 오래쓸거같아요. 한달 후에 리뷰 다시 쓸게요
라운드랩,라운드랩 1025 독도 로션,섹시큐트걸,5,평소에도 잘 쓰던거라 재구매해요!!대용량 쓰다가 양이 너무 많아서 200ml사요.
라운드랩,라운드랩 1025 독도 로션,qls34****,5,밤에 듬뿍 바르고 자면 아침에도 촉촉하고 집나온 여드름도 다시 약간 들어갔던 제품이에요!요즘 날씨도 오락가락하고 따뜻한 바람과 찬 바람에 자극돼서 고민이었는데 수분보충은 요 제품으로 늘 하고 있어요!!향도 무향이고 제품 자체도  자극적이지 않아서 추천합니다 ｡·͜·｡
라운드랩,라운드랩 1025 독도 로션,ejo07****,4,ㄹㅇ 무난템인데 저한텐 인생템••• 이거보다 좋은 거 찾기 힘들어요 무난하면서도 가장 최고 좁쌀이나 트러블 때문에 고생하는 유목민들 한 번 쯤은 써보시면 좋겠음
라운드랩,라운드랩 1025 독도 로션,두치1,5,로션이라 하면 대개로 살짝 끈적이다는 느낌이 강한데 독도 로션은 전혀 그런게 없어요 앞으로도 애용할 예정입니다.
라운드랩,라운드랩 1025 독도 로션,곰돌e,5,생각했던것보다 순해서 너무좋았습니다!!너무너무  발림성있어요
라운드랩,라운드랩 1025 독도 로션,cxynd,4,"Absorption is very fast, not too thick"
라운드랩,라운드랩 1025 독도 로션,꿀윤정,5,겨울엔 아무리 크림을 덧발라도 진정이 안돼길래 로션 한번 바르고 크림 얹어주고 있어용
